book_id,authors,original_publication_year,original_title,average_rating,ratings_count
405,Kurt Vonnegut Jr.,1973,Breakfast of Champions,4.08,178154
406,Betty Edwards,1979,Drawing on the Right Side of the Brain,3.84,218264
407,Ann Patchett,2001,Bel Canto,3.92,192330
408,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies",4,171558
409,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,4.26,207508
410,Chinua Achebe,1958,Things Fall Apart,3.61,199346
411,Sophie Kinsella,2005,The Undomestic Goddess,3.82,200509
412,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23,165675
413,Alexandre Dumas,1844,Les Trois Mousquetaires,4.06,195274
414,Chris Cleave,2008,The Other Hand,3.7,116784
415,Alyson Noel,2009,Evermore,3.59,230031
416,"Roald Dahl, Quentin Blake",1983,The Witches,4.17,221431
417,Diane Setterfield,2006,The Thirteenth Tale,3.95,213200
418,Richelle Mead,2010,Spirit Bound,4.37,224247
419,Richelle Mead,2009,Blood Promise,4.35,231853
420,Nicholas Sparks,1998,Message in a Bottle,3.95,185116
421,Paula McLain,2011,The Paris Wife,3.79,191850
422,J.K. Rowling,1998,Complete Harry Potter Boxed Set,4.74,190050
423,Kiera Cass,2013,The Elite,4.02,234247
424,"Umberto Eco, William Weaver, Seán Barrett",1980,Il nome della rosa,4.11,200217
425,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,3.77,196677
426,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,3.89,170776
427,Oscar Wilde,1895,The Importance of Being Earnest,4.17,210630
428,Rick Riordan,2012,The Mark of Athena,4.47,277491
429,Terry Pratchett,1983,The Colour of Magic,3.97,190590
430,"Haruki Murakami, Philip Gabriel",2002,海辺のカフカ [Umibe no Kafuka],4.13,167593
431,Thomas Harris,1981,Red Dragon,4.01,194013
432,Isaac Asimov,1950,"I, Robot",4.17,198368
433,J.R. Ward,2005,Dark Lover,4.21,227021
434,Becca Fitzpatrick,2010,Crescendo,4.07,226237
435,Lauren Oliver,2010,Before I Fall,3.92,220160
436,Arundhati Roy,1997,The God of Small Things,3.91,165378
437,Sue Monk Kidd,2014,The Invention of Wings,4.23,168006
438,Liane Moriarty,2009,What Alice Forgot,4.05,165704
439,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time: From the Big Bang to Black Holes,4.12,165628
440,Ken Follett,2010,Fall of Giants,4.26,168911
441,Stephen King,2009,Under the Dome,3.89,183292
442,Neal Stephenson,1992,Snow Crash,4.02,175883
443,Sarah Dessen,2006,Just Listen,4.06,202180
444,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh,4.34,207550
445,S.J. Watson,2011,Before I Go to Sleep,3.87,180896
446,Arthur Conan Doyle,1887,A Study in Scarlet,4.15,201499
447,Christopher Paolini,2008,Brisingr,4.03,211645
448,Rick Warren,2002,The Purpose Driven Life: What on Earth am I Here For?,3.9,170491
449,"P.C. Cast, Kristin Cast",2007,Betrayed: a House of Night Novel,3.93,205340
450,Jim Butcher,2000,Storm Front,4.02,203053
451,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,3.8,205167
452,Rick Yancey,2013,The 5th Wave,4.1,260048
453,Charles Frazier,1997,Cold Mountain,3.83,185979
454,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,4.24,198083
455,Emily Giffin,2005,Something Blue,3.92,172417
456,Tennessee Williams,1947,A Streetcar Named Desire,3.97,194493
457,Elizabeth Kostova,2005,The Historian,3.77,190473
458,Emily St. John Mandel,2014,Station Eleven,4.02,160466
459,"Fredrik Backman, Henning Koch",2012,En man som heter Ove,4.35,183777
460,Cassandra Clare,2013,Clockwork Princess,4.59,162099
461,Pearl S. Buck,1931,The Good Earth,3.97,182220
462,John Berger,1972,Ways of Seeing,3.75,155658
463,Diana Gabaldon,1992,Dragonfly in Amber,4.31,178110
464,Anonymous,1611,,4.43,159457
465,Jennifer Weiner,2002,In Her Shoes,3.78,167400
466,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit,4.48,155338
467,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,3.89,160330
468,Zora Neale Hurston,1937,Their Eyes Were Watching God,3.87,181106
469,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,3.95,185928
470,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,4.06,214412
471,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,3.84,205064
472,Viktor E. Frankl,1946,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,4.33,171281
473,Tana French,2007,In the Woods,3.74,188024
474,Richard Dawkins,2006,The God Delusion,3.89,162740
475,Gayle Forman,2011,Where She Went,4.06,193141
476,John Irving,1978,The World According to Garp,4.07,167106
477,Lee Child,1997,Killing Floor,4.04,162972
478,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",3.66,178188
479,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,Il Principe,3.78,153128
480,Philip Pullman,2000,The Amber Spyglass,4.06,192315
481,Terry Goodkind,1994,Wizard's First Rule,4.13,175771
482,Kathleen Grissom,2010,The Kitchen House,4.18,168082
483,J.D. Salinger,1961,Franny and Zooey,3.98,152906
484,Chuck Palahniuk,2001,Choke,3.69,154643
485,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,Братья Карамазовы,4.3,155838
486,Jeanne DuPrau,2003,The City of Ember,3.85,198809
487,Michael Crichton,1969,The Andromeda Strain,3.87,173186
488,Stephen King,1996,The Green Mile,4.42,173950
489,Kahlil Gibran,1923,The Prophet,4.22,142641
490,Art Spiegelman,1985,Maus: A Survivor's Tale : My Father Bleeds History,4.35,184007
491,"P.C. Cast, Kristin Cast",2008,Untamed: A House of Night Novel,3.95,191743
492,Orson Scott Card,1986,Speaker for the Dead,4.04,164287
493,C.S. Lewis,1952,Mere Christianity,4.31,184759
494,Donna Tartt,1992,The Secret History,4.07,168405
495,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,3.68,145459
496,Jean M. Auel,1980,The Clan of the Cave Bear,4.02,176062
497,Anna Sewell,1877,Black Beauty,3.94,183255
498,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,Война и миръ,4.11,168037
499,Bret Easton Ellis,1991,American Psycho,3.81,166083
500,Meg Cabot,2000,The Princess Diaries,3.76,193140
501,Alexander McCall Smith,1998,The No. 1 Ladies' Detective Agency ,3.75,180320
502,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 1: Days Gone Bye",4.3,164530
503,Arthur C. Clarke,1968,2001: A Space Odyssey,4.12,170841
504,Francine Rivers,1991,,4.48,157506
505,"Tim LaHaye, Jerry B. Jenkins",1995,Left Behind:  A Novel of the Earth's Last Days,3.81,161173
506,Kiera Cass,2014,The One,4.21,139544
507,Suzanne Collins,2010,The Hunger Games Box Set,4.49,129665
508,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,3.6,152786
509,Sophie Kinsella,2008,Remember Me?,3.76,170096
510,Robert Jordan,1990,The Great Hunt,4.2,162595
511,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,4.01,167379
512,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe,4.37,160063
513,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place,4.42,171384
514,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes,4.29,139816
515,Pat Conroy,1986,The Prince of Tides,4.22,159596
516,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,4.17,147717
517,Simone Elkeles,2008,Perfect Chemistry,4.07,198627
518,"J.M. Barrie, Michael Hague",1904,Peter Pan,4.1,169306
519,Scott Westerfeld,2005,Pretties,3.85,193405
520,"Haruki Murakami, Jay Rubin",1994,ねじまき鳥クロニクル [Nejimakidori kuronikuru],4.17,133408
521,Michael Connelly,2005,The Lincoln Lawyer ,4.14,149438
522,David Mitchell,2004,Cloud Atlas,4.01,152441
523,Tim O'Brien,1990,The Things They Carried,4.12,168678
524,Banksy,1988,Wall and Piece,3.83,149453
525,Lauren Oliver,2012,Pandemonium,4.07,181656
526,Jeff Lindsay,2004,Darkly Dreaming Dexter,3.89,150055
527,Charlaine Harris,2002,Living Dead in Dallas,3.97,190565
528,Robert Jordan,1991,The Dragon Reborn ,4.23,153809
529,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver’s Travels,3.55,168727
530,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing,4.06,175616
531,"Unknown, Seamus Heaney",975,Beowulf,3.42,155903
532,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One,4.23,145267
533,Harper Lee,2015,Go Set a Watchman,3.31,138669
534,David Sedaris,2008,When You Are Engulfed in Flames,4.04,150898
535,Laini Taylor,2011,Daughter of Smoke & Bone,4.04,198283
536,Victoria Aveyard,2015,Red Queen,4.08,83354
537,Charles Duhigg,2011,The Power of Habit,4.03,155977
538,John Berendt,1994,Midnight in the Garden of Good and Evil,3.9,167997
539,Colleen Hoover,2012,Hopeless,4.34,189938
540,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess,4.2,199872
541,Sarah Dessen,2004,The Truth About Forever,4.13,179415
542,C.S. Lewis,1954,The horse and his boy,3.9,189671
543,Richelle Mead,2010,Last Sacrifice ,4.42,206792
544,"Laura Ingalls Wilder, Garth Williams",1935,Little House on the Prairie,4.18,195424
545,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit,4.29,173469
546,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance,3.76,139411
547,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,3.8,159752
548,Sara Shepard,2006,Pretty Little Liars,3.9,156328
549,Don Freeman,1948,Corduroy,4.28,160860
550,Michael Pollan,2006,The Omnivore's Dilemma,4.17,133271
551,Kate Atkinson,2013,Life After Life,3.74,138454
552,Nicholas Sparks,2000,The Rescue,4.1,142092
553,Stephen King,1991,Needful Things,3.87,153821
554,Diana Gabaldon,1993,Voyager,4.38,157395
555,"Kenneth Branagh, William Shakespeare",1996,,4.12,156869
556,Stephen King,1981,Cujo,3.65,158215
557,Jeffrey Eugenides,1993,The Virgin Suicides,3.83,159249
558,Charlaine Harris,2004,Dead to the World,4.13,199572
559,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,3.77,171599
560,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,3.64,158877
561,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,4.22,178432
562,Brandon Sanderson,2010,The Way of Kings,4.64,144822
563,Charlaine Harris,2003,Club Dead,4.03,181323
564,Ned Vizzini,2006,It's Kind of a Funny Story,4.14,161001
565,Brandon Sanderson,2007,,4.35,150736
566,Jojo Moyes,2015,After You,3.7,99342
567,Vanessa Diffenbaugh,2011,The Language of Flowers,4.07,140076
568,"Frank Miller, Klaus Janson, Lynn Varley",1986,Batman: The Dark Knight Returns,4.25,135979
569,James Patterson,2005,The Angel Experiment,4.08,172302
570,Nick Hornby,1995,High Fidelity,3.94,134849
571,Nicholas Sparks,2003,The Guardian,4.14,136427
572,Margaret Atwood,2003,Oryx and Crake,4,151500
573,John Gray,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",3.52,113915
574,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,4,134177
575,Michael Crichton,1999,Timeline,3.83,148563
576,Voltaire,1759,Candide,3.76,151471
577,Natalie Babbitt,1975,Tuck Everlasting,3.85,174280
578,"Stephen King, Marie Milpois",1983,Christine,3.72,151160
579,P.D. Eastman,1960,Are You My Mother?,4.16,174204
580,E.H. Gombrich,1950,The Story of Art,3.83,164708
581,Marissa Meyer,2013,Scarlet,4.3,193766
582,Robert T. Kiyosaki,1997,"Rich Dad , Poor Dad",3.95,153764
583,Becca Fitzpatrick,2011,Silence ,4.16,190722
584,Lev Grossman,2009,The Magicians,3.47,147908
585,"Tsugumi Ohba, Takeshi Obata",2004,デスノート #1 (Desu Nōto) Taikutsu (退屈),4.42,139501
586,Libba Bray,2003,A Great and Terrible Beauty,3.79,173613
587,Jonathan Safran Foer,2002,Everything Is Illuminated,3.9,131492
588,Robert Ludlum,1986,The Bourne Supremacy,4.09,142168
589,Tammara Webber,2012,Easy,4.11,133937
590,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,3.96,150512
591,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,4.11,160607
592,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,Мастер и Маргарита,4.32,131389
593,Ursula K. Le Guin,1968,A Wizard of Earthsea,3.99,155042
594,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,4,154476
595,John Knowles,1959,A Separate Peace,3.56,155901
596,John Grisham,1995,The Rainmaker,3.91,137412
597,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quijote de La Mancha,3.85,134931
598,Robin Hobb,1995,Assassin's Apprentice,4.14,132777
599,Douglas Adams,1980,The Restaurant at the End of the Universe,4.22,153838
600,Lauren Kate,2010,Torment,3.89,174393
601,Beatrix Potter,1901,The Tale of Peter Rabbit,4.17,162373
602,"C.S. Lewis, Pauline Baynes",1953,The Silver Chair,3.95,170453
603,Brandon Sanderson,2008,The Hero of Ages,4.46,143622
604,Susanna Kaysen,1993,"Girl, Interrupted",3.9,145161
605,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea",3.85,127096
606,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,3.8,133728
607,Cassandra Clare,2014,City of Heavenly Fire,4.48,177796
608,"Robert Munsch, Sheila McGraw",1986,Love You Forever,4.34,159703
609,Stephen King,2006,Cell,3.64,144591
610,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,4.32,113565
611,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,3.87,134106
612,Stephen King,1987,The Drawing of the Three,4.23,139052
613,Kate Morton,2008,The Forgotten Garden,4.12,138377
614,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Der Prozeß,3.98,131856
615,Sarah Dessen,2002,This Lullaby,4.03,151829
616,Jodi Picoult,2000,Plain Truth,3.97,128406
617,Piper Kerman,2010,Orange Is the New Black: My Year in a Women's Prison,3.7,127186
618,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,4.09,154517
619,Daniel Kahneman,2011,"Thinking, Fast and Slow",4.08,136950
620,Marion Zimmer Bradley,1982,The Mists of Avalon,4.12,157736
621,Judy Blume,1970,"Are You There God? It's Me, Margaret",3.89,151789
622,Nicholas Sparks,2002,Nights in Rodanthe,3.82,129807
623,Stephen King,2014,Mr. Mercedes,3.92,125847
624,Charlaine Harris,2007,All Together Dead,4.05,162689
625,Chris Bohjalian,1997,Midwives,3.97,133155
626,Chris Van Allsburg,1985,The Polar Express,4.29,168001
627,"Jon Scieszka, Lane Smith",1989,The True Story of the Three Little Pigs,4.29,141945
628,Tom Clancy,1987,Patriot Games,4.11,141674
629,"Paulo Coelho, Margaret Jull Costa",1998,Veronika decide morrer,3.69,111856
630,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead",3.94,135635
631,Charlaine Harris,2005,Dead as a Doornail ,4.01,169560
632,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)",4.01,176433
633,Robert A. Heinlein,1959,Starship Troopers,3.99,136886
634,Sophie Kinsella,2011,I've Got Your Number,3.93,144533
635,"Jostein Gaarder, Paulette Møller",1991,Sofies Verden,3.88,109692
636,Mark Cotta Vaz,2011,,4.3,188136
637,Ray Bradbury,1950,The Martian Chronicles,4.12,143236
638,Jennifer Egan,2010,A Visit From the Goon Squad,3.64,120126
639,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,3.97,144497
640,Michael Crichton,2002,Prey,3.72,131352
641,C.S. Lewis,1956,The Last Battle,4.02,158701
642,Ken Follett,2007,World Without End,4.23,128715
643,"P.C. Cast, Kristin Cast",2008,Chosen: A House of Night Novel,3.9,180961
644,Colleen Hoover,2012,Slammed,4.29,153882
645,Alex Flinn,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)",3.84,150003
646,"Geoffrey Chaucer, Nevill Coghill",1390,Tales of Caunterbury,3.48,148480
647,Emily Giffin,2006,Baby Proof,3.71,124371
648,Christopher Paolini,2011,Inheritance,4.08,146905
649,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],3.89,125195
650,Harriet Beecher Stowe,1852,Uncle Tom's Cabin or Life Among the Lowly,3.83,137858
651,"Gaston Leroux, Alexander Teixeira de Mattos",1909,Le Fantôme de l'Opéra,3.97,141110
652,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",4.02,163054
653,"José Saramago, Giovanni Pontiero",1995,Ensaio Sobre a Cegueira,4.08,98738
654,Jonathan Franzen,2010,Freedom,3.73,119213
655,Ally Condie,2011,Crossed,3.52,100886
656,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You",3.82,150222
657,Aravind Adiga,2008,The White Tiger,3.71,114531
658,Jonathan Franzen,2001,The Corrections,3.78,117657
659,Barack Obama,1995,Dreams from My Father,3.81,128961
660,Michael Crichton,1980,Congo,3.55,129811
661,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.22,146073
662,Jhumpa Lahiri,1999,Interpreter of Maladies,4.12,110651
663,Howard Zinn,1980,A People's History of the United States: 1492 to Present ,4.07,137372
664,Truman Capote,1958,Breakfast at Tiffany's,3.89,129778
665,Justin Cronin,2010,The Passage,4.04,126993
666,Neil Gaiman,2005,Anansi Boys,4,137639
667,Sarah Dessen,2009,Along for the Ride,4.08,151721
668,Celeste Ng,2014,Everything I Never Told You,3.78,108703
669,"Isabel Allende, Magda Bogin",1982,La casa de los espíritus,4.2,119930
670,Stephen King,1979,The Dead Zone,3.9,132723
671,"Agatha Christie, Ροζίτα Σώκου",1920,The Mysterious Affair at Styles,3.98,135514
672,Agatha Christie,1934,Murder in the Calais Coach,4.16,138444
673,Chimamanda Ngozi Adichie,2013,Americanah,4.26,113252
674,James Patterson,2001,Suzanne's Diary for Nicholas,4.16,121398
675,Stephen King,1980,Firestarter,3.85,142213
676,Sylvia Day,2013,Entwined with You,4.19,141641
677,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.27,109642
678,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,3.98,115393
679,Ludwig Bemelmans,1939,Mad About Madeline,4.22,156726
680,Napoleon Hill,1937,Think and Grow Rich,4.17,87445
681,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,4.16,165127
682,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,3.8,133683
683,Nicholas Sparks,2001,A Bend in the Road,4.02,116800
684,Rick Riordan,2013,The House of Hades,4.54,159774
685,Michael  Grant,2008,Gone,3.85,144606
686,Nicholas Sparks,2003,The Wedding,3.98,118045
687,David McCullough,2005,1776,4.06,130293
688,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,3.98,112167
689,Jess Walter,2012,Beautiful Ruins,3.67,116053
690,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.69,110873
691,Stephen King,1999,On Writing: A Memoir of the Craft,4.31,131481
692,Kristin Hannah,2008,Firefly Lane,4.04,121966
693,Michael Crichton,1987,Sphere,3.77,128244
694,Emily Giffin,2008,Love the One You're With,3.7,124812
695,"Robert Galbraith, J.K. Rowling",2014,The Silkworm,4.03,120008
696,Anne Rice,1985,The Vampire Lestat,4.05,141299
697,Ann Patchett,2011,State of Wonder,3.85,124837
698,Matthew Quick,2008,The Silver Linings Playbook,4,110939
699,"Jules Verne, Anthony Bonner",1869,Vingt Mille Lieues Sous les Mers,3.86,121112
700,Philippa Gregory,2005,The Constant Princess,3.88,124786
701,"Virginia Woolf, Maureen Howard",1925,Mrs Dalloway,3.78,136327
702,"Jonas Jonasson, Rod Bradbury",2009,Hundraåringen som klev ut genom fönstret och försvann,3.81,92275
703,Stephen King,1998,Bag of Bones,3.87,131004
704,John Irving,1985,The Cider House Rules,4.1,124876
705,"Richard Bachman, Stephen King",1984,Thinner,3.66,130219
706,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Le tour du monde en quatre-vingts jours,3.9,117108
707,Sharon Creech,1994,Walk Two Moons,3.95,129350
708,"Paulo Coelho, Margaret Jull Costa",2003,Onze minutos,3.69,102206
709,J.D. Salinger,1953,Nine Stories,4.19,105138
